"dt_venda";"nm_localidade_estado";"tp_produtor_canal_aquisicao";"tp_tamanho_produtor";"nm_evento_classificacao_negocio";"vr_venda";"qt_ingresso";"qt_evento";"qt_produtor";"qt_ingresso_por_evento";"qt_evento_por_produtor";"vr_medio_ingresso"
2034-01-01 00:00:00.000;BAHIA;DIRETO;GRANDE;CASAS-FIXAS;268.603,83;4.991;16;7;311,94;2,29;52,49
2034-01-01 00:00:00.000;BAHIA;DIRETO;GRANDE;CORPORATIVO;3.330,5;48;2;1;24;2;73,98
2034-01-01 00:00:00.000;BAHIA;DIRETO;GRANDE;ENTRETENIMENTO;157.172,48;2.144;77;9;27,84;8,56;72,18
2034-01-01 00:00:00.000;BAHIA;DIRETO;GRANDE;NÃO CLASSIFICADO;2.441,94;33;1;1;33;1;96,84
2034-01-01 00:00:00.000;BAHIA;DIRETO;GRANDE;OUTROS;1.003,88;10;3;1;3,33;3;86,44
2034-01-01 00:00:00.000;BAHIA;DIRETO;PEQUENO;CASAS-FIXAS;17.968,86;1.051;34;14;30,91;2,43;16,68
2034-01-01 00:00:00.000;BAHIA;DIRETO;PEQUENO;CORPORATIVO;7.782,48;143;46;36;3,11;1,28;72,23
2034-01-01 00:00:00.000;BAHIA;DIRETO;PEQUENO;ENTRETENIMENTO;176.850,79;3.939;269;179;14,64;1,5;45,06
2034-01-01 00:00:00.000;BAHIA;DIRETO;PEQUENO;ESPORTIVO;4.343,48;172;11;7;15,64;1,57;26,84
2034-01-01 00:00:00.000;BAHIA;DIRETO;PEQUENO;NÃO CLASSIFICADO;1.264,17;14;6;5;2,33;1,2;83,7
2034-01-01 00:00:00.000;BAHIA;DIRETO;PEQUENO;OUTROS;3.899,01;48;9;9;5,33;1;87,18
2034-01-01 00:00:00.000;BAHIA;MIDIA PAGA;GRANDE;CASAS-FIXAS;579.369,25;10.975;20;8;548,75;2,5;52,16
2034-01-01 00:00:00.000;BAHIA;MIDIA PAGA;GRANDE;CORPORATIVO;8.023,47;102;2;1;51;2;67,56
2034-01-01 00:00:00.000;BAHIA;MIDIA PAGA;GRANDE;ENTRETENIMENTO;335.072,11;4.893;77;9;63,55;8,56;67,09
2034-01-01 00:00:00.000;BAHIA;MIDIA PAGA;GRANDE;NÃO CLASSIFICADO;7.255,73;73;1;1;73;1;89,58
2034-01-01 00:00:00.000;BAHIA;MIDIA PAGA;GRANDE;OUTROS;-319,8;16;3;1;5,33;3;22,67
2034-01-01 00:00:00.000;BAHIA;MIDIA PAGA;PEQUENO;CASAS-FIXAS;41.416,39;2.481;34;14;72,97;2,43;16,29
2034-01-01 00:00:00.000;BAHIA;MIDIA PAGA;PEQUENO;CORPORATIVO;11.088,78;297;51;41;5,82;1,24;32,72
2034-01-01 00:00:00.000;BAHIA;MIDIA PAGA;PEQUENO;ENTRETENIMENTO;419.340,56;9.006;299;195;30,12;1,53;45,76
2034-01-01 00:00:00.000;BAHIA;MIDIA PAGA;PEQUENO;ESPORTIVO;10.739,2;370;17;10;21,76;1,7;31,43
2034-01-01 00:00:00.000;BAHIA;MIDIA PAGA;PEQUENO;NÃO CLASSIFICADO;3.436,78;43;6;5;7,17;1,2;84,45
2034-01-01 00:00:00.000;BAHIA;MIDIA PAGA;PEQUENO;OUTROS;5.879,06;85;9;9;9,44;1;65,99
2034-01-01 00:00:00.000;BAHIA;MIDIA SOCIAL;GRANDE;CASAS-FIXAS;252.335,31;4.694;17;7;276,12;2,43;53,31
2034-01-01 00:00:00.000;BAHIA;MIDIA SOCIAL;GRANDE;CORPORATIVO;2.676,94;43;2;1;21,5;2;53,72
2034-01-01 00:00:00.000;BAHIA;MIDIA SOCIAL;GRANDE;ENTRETENIMENTO;151.020,11;2.083;77;9;27,05;8,56;72,53
2034-01-01 00:00:00.000;BAHIA;MIDIA SOCIAL;GRANDE;NÃO CLASSIFICADO;2.419,65;30;1;1;30;1;94,25
2034-01-01 00:00:00.000;BAHIA;MIDIA SOCIAL;GRANDE;OUTROS;-130,18;12;2;1;6;2;-2,02
2034-01-01 00:00:00.000;BAHIA;MIDIA SOCIAL;PEQUENO;CASAS-FIXAS;16.544,59;1.029;33;14;31,18;2,36;16,36
2034-01-01 00:00:00.000;BAHIA;MIDIA SOCIAL;PEQUENO;CORPORATIVO;7.204,71;135;37;28;3,65;1,32;54,77
2034-01-01 00:00:00.000;BAHIA;MIDIA SOCIAL;PEQUENO;ENTRETENIMENTO;179.546,12;3.911;266;174;14,7;1,53;44,71
2034-01-01 00:00:00.000;BAHIA;MIDIA SOCIAL;PEQUENO;ESPORTIVO;5.246,74;147;12;9;12,25;1,33;38,96
2034-01-01 00:00:00.000;BAHIA;MIDIA SOCIAL;PEQUENO;NÃO CLASSIFICADO;806,49;13;5;4;2,6;1,25;58,11
2034-01-01 00:00:00.000;BAHIA;MIDIA SOCIAL;PEQUENO;OUTROS;2.123,16;29;7;7;4,14;1;85,16
2034-01-01 00:00:00.000;BAHIA;NAO INFORMADO;GRANDE;CASAS-FIXAS;26.627,26;542;15;7;36,13;2,14;51,16
2034-01-01 00:00:00.000;BAHIA;NAO INFORMADO;GRANDE;CORPORATIVO;607,77;8;2;1;4;2;60,23
2034-01-01 00:00:00.000;BAHIA;NAO INFORMADO;GRANDE;ENTRETENIMENTO;17.245,23;218;58;9;3,76;6,44;69,2
2034-01-01 00:00:00.000;BAHIA;NAO INFORMADO;GRANDE;NÃO CLASSIFICADO;176,55;2;1;1;2;1;124,74
2034-01-01 00:00:00.000;BAHIA;NAO INFORMADO;PEQUENO;CASAS-FIXAS;2.187,1;116;26;12;4,46;2,17;17,7
2034-01-01 00:00:00.000;BAHIA;NAO INFORMADO;PEQUENO;CORPORATIVO;1.440,68;19;14;10;1,36;1,4;117,21
2034-01-01 00:00:00.000;BAHIA;NAO INFORMADO;PEQUENO;ENTRETENIMENTO;20.997,7;452;147;96;3,07;1,53;45,56
2034-01-01 00:00:00.000;BAHIA;NAO INFORMADO;PEQUENO;ESPORTIVO;543,42;16;6;5;2,67;1,2;21,66
2034-01-01 00:00:00.000;BAHIA;NAO INFORMADO;PEQUENO;NÃO CLASSIFICADO;202,71;3;2;2;1,5;1;45,96
2034-01-01 00:00:00.000;BAHIA;NAO INFORMADO;PEQUENO;OUTROS;183,92;4;4;4;1;1;43,78
2034-01-01 00:00:00.000;BAHIA;PESQUISA ORGANICA;GRANDE;CASAS-FIXAS;412.869,2;7.753;19;7;408,05;2,71;55,36
2034-01-01 00:00:00.000;BAHIA;PESQUISA ORGANICA;GRANDE;CORPORATIVO;5.443,64;70;2;1;35;2;77,01
2034-01-01 00:00:00.000;BAHIA;PESQUISA ORGANICA;GRANDE;ENTRETENIMENTO;237.765,65;3.389;77;9;44,01;8,56;72,35
2034-01-01 00:00:00.000;BAHIA;PESQUISA ORGANICA;GRANDE;NÃO CLASSIFICADO;5.409,99;58;1;1;58;1;100,8
2034-01-01 00:00:00.000;BAHIA;PESQUISA ORGANICA;GRANDE;OUTROS;104,92;11;3;1;3,67;3;34,1
2034-01-01 00:00:00.000;BAHIA;PESQUISA ORGANICA;PEQUENO;CASAS-FIXAS;28.686,22;1.699;35;14;48,54;2,5;16,26
2034-01-01 00:00:00.000;BAHIA;PESQUISA ORGANICA;PEQUENO;CORPORATIVO;12.233,74;213;46;34;4,63;1,35;48,02
2034-01-01 00:00:00.000;BAHIA;PESQUISA ORGANICA;PEQUENO;ENTRETENIMENTO;293.402,19;6.418;292;186;21,98;1,57;43,85
2034-01-01 00:00:00.000;BAHIA;PESQUISA ORGANICA;PEQUENO;ESPORTIVO;5.597,97;241;16;9;15,06;1,78;23,81
2034-01-01 00:00:00.000;BAHIA;PESQUISA ORGANICA;PEQUENO;NÃO CLASSIFICADO;1.812,65;33;7;6;4,71;1,17;61,19
2034-01-01 00:00:00.000;BAHIA;PESQUISA ORGANICA;PEQUENO;OUTROS;4.191,76;62;11;11;5,64;1;66,62
2034-01-01 00:00:00.000;CEARÁ;DIRETO;GRANDE;CASAS-FIXAS;22.626,87;1.579;30;4;52,63;7,5;14,4
2034-01-01 00:00:00.000;CEARÁ;DIRETO;GRANDE;CORPORATIVO;194,79;13;1;1;13;1;11,43
2034-01-01 00:00:00.000;CEARÁ;DIRETO;GRANDE;ENTRETENIMENTO;44.797,4;877;4;3;219,25;1,33;52,7
2034-01-01 00:00:00.000;CEARÁ;DIRETO;GRANDE;OUTROS;634,46;100;1;1;100;1;6,4
2034-01-01 00:00:00.000;CEARÁ;DIRETO;PEQUENO;CASAS-FIXAS;3.859,85;144;6;3;24;2;26,9
2034-01-01 00:00:00.000;CEARÁ;DIRETO;PEQUENO;CORPORATIVO;5.141,68;84;27;26;3,11;1,04;50,29
2034-01-01 00:00:00.000;CEARÁ;DIRETO;PEQUENO;ENTRETENIMENTO;50.544,13;1.758;143;51;12,29;2,8;29,03
2034-01-01 00:00:00.000;CEARÁ;DIRETO;PEQUENO;ESPORTIVO;5.498,38;70;7;3;10;2,33;89,26
2034-01-01 00:00:00.000;CEARÁ;DIRETO;PEQUENO;OUTROS;7.882,01;206;8;8;25,75;1;35,82
2034-01-01 00:00:00.000;CEARÁ;MIDIA PAGA;GRANDE;CASAS-FIXAS;47.690,28;3.385;29;3;116,72;9,67;13,8
2034-01-01 00:00:00.000;CEARÁ;MIDIA PAGA;GRANDE;CORPORATIVO;3.733,13;29;2;2;14,5;1;28,4
2034-01-01 00:00:00.000;CEARÁ;MIDIA PAGA;GRANDE;ENTRETENIMENTO;101.164,75;2.119;4;3;529,75;1,33;51,85
2034-01-01 00:00:00.000;CEARÁ;MIDIA PAGA;GRANDE;OUTROS;1.586,49;248;1;1;248;1;6,23
2034-01-01 00:00:00.000;CEARÁ;MIDIA PAGA;PEQUENO;CASAS-FIXAS;6.473,4;253;8;3;31,62;2,67;25,84
2034-01-01 00:00:00.000;CEARÁ;MIDIA PAGA;PEQUENO;CORPORATIVO;12.321,65;161;41;39;3,93;1,05;66,38
2034-01-01 00:00:00.000;CEARÁ;MIDIA PAGA;PEQUENO;ENTRETENIMENTO;120.442,01;4.070;171;66;23,8;2,59;27,88
2034-01-01 00:00:00.000;CEARÁ;MIDIA PAGA;PEQUENO;ESPORTIVO;6.133,14;152;7;3;21,71;2,33;45,98
2034-01-01 00:00:00.000;CEARÁ;MIDIA PAGA;PEQUENO;OUTROS;18.697,43;464;10;9;46,4;1,11;40,84
2034-01-01 00:00:00.000;CEARÁ;MIDIA SOCIAL;GRANDE;CASAS-FIXAS;19.223,56;1.407;30;4;46,9;7,5;14,48
2034-01-01 00:00:00.000;CEARÁ;MIDIA SOCIAL;GRANDE;CORPORATIVO;3.426,89;11;2;2;5,5;1;336,51
2034-01-01 00:00:00.000;CEARÁ;MIDIA SOCIAL;GRANDE;ENTRETENIMENTO;43.152,23;935;4;3;233,75;1,33;45,07
2034-01-01 00:00:00.000;CEARÁ;MIDIA SOCIAL;GRANDE;OUTROS;564,96;94;1;1;94;1;6,37
2034-01-01 00:00:00.000;CEARÁ;MIDIA SOCIAL;PEQUENO;CASAS-FIXAS;3.211,76;122;6;3;20,33;2;28,8
2034-01-01 00:00:00.000;CEARÁ;MIDIA SOCIAL;PEQUENO;CORPORATIVO;5.587,26;62;29;28;2,14;1,04;69,2
2034-01-01 00:00:00.000;CEARÁ;MIDIA SOCIAL;PEQUENO;ENTRETENIMENTO;41.857,51;1.647;150;59;10,98;2,54;25,51
2034-01-01 00:00:00.000;CEARÁ;MIDIA SOCIAL;PEQUENO;ESPORTIVO;3.926,87;71;7;3;10,14;2,33;53,36
2034-01-01 00:00:00.000;CEARÁ;MIDIA SOCIAL;PEQUENO;OUTROS;8.197,24;196;9;9;21,78;1;46,61
2034-01-01 00:00:00.000;CEARÁ;NAO INFORMADO;GRANDE;CASAS-FIXAS;2.205,31;158;21;3;7,52;7;13,31
2034-01-01 00:00:00.000;CEARÁ;NAO INFORMADO;GRANDE;CORPORATIVO;3,17;1;1;1;1;1;21,21
2034-01-01 00:00:00.000;CEARÁ;NAO INFORMADO;GRANDE;ENTRETENIMENTO;3.321,28;94;4;3;23,5;1,33;35,06
2034-01-01 00:00:00.000;CEARÁ;NAO INFORMADO;GRANDE;OUTROS;97,35;17;1;1;17;1;5,02
2034-01-01 00:00:00.000;CEARÁ;NAO INFORMADO;PEQUENO;CASAS-FIXAS;542,99;19;3;3;6,33;1;22,11
2034-01-01 00:00:00.000;CEARÁ;NAO INFORMADO;PEQUENO;CORPORATIVO;3.149,62;12;7;7;1,71;1;323,96
2034-01-01 00:00:00.000;CEARÁ;NAO INFORMADO;PEQUENO;ENTRETENIMENTO;8.297,04;172;74;37;2,32;2;27,82
2034-01-01 00:00:00.000;CEARÁ;NAO INFORMADO;PEQUENO;ESPORTIVO;1.049,97;15;6;3;2,5;2;76,92
2034-01-01 00:00:00.000;CEARÁ;NAO INFORMADO;PEQUENO;OUTROS;1.786,59;24;5;5;4,8;1;84,06
2034-01-01 00:00:00.000;CEARÁ;PESQUISA ORGANICA;GRANDE;CASAS-FIXAS;33.154,27;2.354;29;3;81,17;9,67;14,35
2034-01-01 00:00:00.000;CEARÁ;PESQUISA ORGANICA;GRANDE;CORPORATIVO;1.350,28;17;2;2;8,5;1;133,63
2034-01-01 00:00:00.000;CEARÁ;PESQUISA ORGANICA;GRANDE;ENTRETENIMENTO;79.528,57;1.429;4;3;357,25;1,33;54,97
2034-01-01 00:00:00.000;CEARÁ;PESQUISA ORGANICA;GRANDE;OUTROS;959,13;157;1;1;157;1;6,32
2034-01-01 00:00:00.000;CEARÁ;PESQUISA ORGANICA;PEQUENO;CASAS-FIXAS;4.594,78;157;8;3;19,62;2,67;30,96
2034-01-01 00:00:00.000;CEARÁ;PESQUISA ORGANICA;PEQUENO;CORPORATIVO;6.601;107;34;30;3,15;1,13;61,86
2034-01-01 00:00:00.000;CEARÁ;PESQUISA ORGANICA;PEQUENO;ENTRETENIMENTO;78.656,42;2.694;161;61;16,73;2,64;28,95
2034-01-01 00:00:00.000;CEARÁ;PESQUISA ORGANICA;PEQUENO;ESPORTIVO;7.353,8;102;7;3;14,57;2,33;66,53
2034-01-01 00:00:00.000;CEARÁ;PESQUISA ORGANICA;PEQUENO;OUTROS;14.728,26;361;9;8;40,11;1,12;36,5
2034-01-01 00:00:00.000;DISTRITO FEDERAL;DIRETO;GRANDE;CASAS-FIXAS;19.122,13;358;4;3;89,5;1,33;58,5
2034-01-01 00:00:00.000;DISTRITO FEDERAL;DIRETO;GRANDE;CORPORATIVO;5.247,49;122;5;3;24,4;1,67;39,34
2034-01-01 00:00:00.000;DISTRITO FEDERAL;DIRETO;GRANDE;ENTRETENIMENTO;83.705,19;2.266;59;10;38,41;5,9;37,08
2034-01-01 00:00:00.000;DISTRITO FEDERAL;DIRETO;PEQUENO;CASAS-FIXAS;18.410,09;416;4;4;104;1;45,87
2034-01-01 00:00:00.000;DISTRITO FEDERAL;DIRETO;PEQUENO;CORPORATIVO;16.365,02;412;40;24;10,3;1,67;46,76
2034-01-01 00:00:00.000;DISTRITO FEDERAL;DIRETO;PEQUENO;ENTRETENIMENTO;98.345,3;3.529;267;154;13,22;1,73;27,37
2034-01-01 00:00:00.000;DISTRITO FEDERAL;DIRETO;PEQUENO;ESPORTIVO;370,68;23;3;1;7,67;3;15,92
2034-01-01 00:00:00.000;DISTRITO FEDERAL;DIRETO;PEQUENO;NÃO CLASSIFICADO;1.891,71;31;3;3;10,33;1;61,46
2034-01-01 00:00:00.000;DISTRITO FEDERAL;DIRETO;PEQUENO;OUTROS;4.498,7;75;8;7;9,38;1,14;61,96
2034-01-01 00:00:00.000;DISTRITO FEDERAL;MIDIA PAGA;GRANDE;CASAS-FIXAS;48.892,95;798;4;3;199,5;1,33;62,51
2034-01-01 00:00:00.000;DISTRITO FEDERAL;MIDIA PAGA;GRANDE;CORPORATIVO;3.287,53;237;7;3;33,86;2,33;6,16
2034-01-01 00:00:00.000;DISTRITO FEDERAL;MIDIA PAGA;GRANDE;ENTRETENIMENTO;191.329,55;4.991;60;10;83,18;6;38,32
2034-01-01 00:00:00.000;DISTRITO FEDERAL;MIDIA PAGA;PEQUENO;CASAS-FIXAS;44.362,38;994;4;4;248,5;1;43,94
2034-01-01 00:00:00.000;DISTRITO FEDERAL;MIDIA PAGA;PEQUENO;CORPORATIVO;49.251,22;925;56;34;16,52;1,65;50,66
2034-01-01 00:00:00.000;DISTRITO FEDERAL;MIDIA PAGA;PEQUENO;ENTRETENIMENTO;207.086,68;8.077;296;164;27,29;1,8;25,17
2034-01-01 00:00:00.000;DISTRITO FEDERAL;MIDIA PAGA;PEQUENO;ESPORTIVO;752,29;49;2;1;24,5;2;12,08
2034-01-01 00:00:00.000;DISTRITO FEDERAL;MIDIA PAGA;PEQUENO;NÃO CLASSIFICADO;7.831,18;69;4;4;17,25;1;101,16
2034-01-01 00:00:00.000;DISTRITO FEDERAL;MIDIA PAGA;PEQUENO;OUTROS;10.847,27;204;10;9;20,4;1,11;57,6
2034-01-01 00:00:00.000;DISTRITO FEDERAL;MIDIA SOCIAL;GRANDE;CASAS-FIXAS;23.273,66;381;4;3;95,25;1,33;64,27
2034-01-01 00:00:00.000;DISTRITO FEDERAL;MIDIA SOCIAL;GRANDE;CORPORATIVO;3.012,67;116;5;3;23,2;1,67;26,74
2034-01-01 00:00:00.000;DISTRITO FEDERAL;MIDIA SOCIAL;GRANDE;ENTRETENIMENTO;76.427,98;2.064;59;10;34,98;5,9;36,64
2034-01-01 00:00:00.000;DISTRITO FEDERAL;MIDIA SOCIAL;PEQUENO;CASAS-FIXAS;16.317,83;421;4;4;105,25;1;41,93
2034-01-01 00:00:00.000;DISTRITO FEDERAL;MIDIA SOCIAL;PEQUENO;CORPORATIVO;20.565,36;382;41;27;9,32;1,52;46,58
2034-01-01 00:00:00.000;DISTRITO FEDERAL;MIDIA SOCIAL;PEQUENO;ENTRETENIMENTO;84.912,56;3.475;253;142;13,74;1,78;24,52
2034-01-01 00:00:00.000;DISTRITO FEDERAL;MIDIA SOCIAL;PEQUENO;ESPORTIVO;420,12;22;3;1;7,33;3;15,86
2034-01-01 00:00:00.000;DISTRITO FEDERAL;MIDIA SOCIAL;PEQUENO;NÃO CLASSIFICADO;885,21;28;4;4;7;1;39,24
2034-01-01 00:00:00.000;DISTRITO FEDERAL;MIDIA SOCIAL;PEQUENO;OUTROS;5.029,12;88;6;5;14,67;1,2;47,81
2034-01-01 00:00:00.000;DISTRITO FEDERAL;NAO INFORMADO;GRANDE;CASAS-FIXAS;2.067,13;40;3;2;13,33;1,5;42,74
2034-01-01 00:00:00.000;DISTRITO FEDERAL;NAO INFORMADO;GRANDE;CORPORATIVO;113,84;11;4;2;2,75;2;10,16
2034-01-01 00:00:00.000;DISTRITO FEDERAL;NAO INFORMADO;GRANDE;ENTRETENIMENTO;7.695,73;233;44;10;5,3;4,4;33,06
2034-01-01 00:00:00.000;DISTRITO FEDERAL;NAO INFORMADO;PEQUENO;CASAS-FIXAS;2.870,95;47;2;2;23,5;1;47,32
2034-01-01 00:00:00.000;DISTRITO FEDERAL;NAO INFORMADO;PEQUENO;CORPORATIVO;1.506,23;42;14;11;3;1,27;40,77
2034-01-01 00:00:00.000;DISTRITO FEDERAL;NAO INFORMADO;PEQUENO;ENTRETENIMENTO;7.874,67;363;125;93;2,9;1,34;26
2034-01-01 00:00:00.000;DISTRITO FEDERAL;NAO INFORMADO;PEQUENO;ESPORTIVO;14,32;2;2;1;1;2;13,36
2034-01-01 00:00:00.000;DISTRITO FEDERAL;NAO INFORMADO;PEQUENO;NÃO CLASSIFICADO;59,81;2;1;1;2;1;39,36
2034-01-01 00:00:00.000;DISTRITO FEDERAL;NAO INFORMADO;PEQUENO;OUTROS;508,79;10;2;2;5;1;70,6
2034-01-01 00:00:00.000;DISTRITO FEDERAL;PESQUISA ORGANICA;GRANDE;CASAS-FIXAS;34.029,7;569;3;2;189,67;1,5;60,31
2034-01-01 00:00:00.000;DISTRITO FEDERAL;PESQUISA ORGANICA;GRANDE;CORPORATIVO;941,36;160;6;3;26,67;2;19,74
2034-01-01 00:00:00.000;DISTRITO FEDERAL;PESQUISA ORGANICA;GRANDE;ENTRETENIMENTO;127.541,93;3.425;62;10;55,24;6,2;37,77
2034-01-01 00:00:00.000;DISTRITO FEDERAL;PESQUISA ORGANICA;PEQUENO;CASAS-FIXAS;29.699,15;692;4;4;173;1;41,36
2034-01-01 00:00:00.000;DISTRITO FEDERAL;PESQUISA ORGANICA;PEQUENO;CORPORATIVO;38.343,48;644;46;27;14;1,7;49,62
2034-01-01 00:00:00.000;DISTRITO FEDERAL;PESQUISA ORGANICA;PEQUENO;ENTRETENIMENTO;150.417,27;5.855;285;158;20,54;1,8;26,48
2034-01-01 00:00:00.000;DISTRITO FEDERAL;PESQUISA ORGANICA;PEQUENO;ESPORTIVO;468,1;34;2;1;17;2;15,88
2034-01-01 00:00:00.000;DISTRITO FEDERAL;PESQUISA ORGANICA;PEQUENO;NÃO CLASSIFICADO;4.351,98;58;5;5;11,6;1;60,17
2034-01-01 00:00:00.000;DISTRITO FEDERAL;PESQUISA ORGANICA;PEQUENO;OUTROS;10.824,66;166;10;9;16,6;1,11;61,87
2034-01-01 00:00:00.000;ESPÍRITO SANTO;DIRETO;GRANDE;CASAS-FIXAS;14.353,04;1.132;3;2;377,33;1,5;12,57
2034-01-01 00:00:00.000;ESPÍRITO SANTO;DIRETO;GRANDE;CORPORATIVO;157,91;9;1;1;9;1;14,75
2034-01-01 00:00:00.000;ESPÍRITO SANTO;DIRETO;GRANDE;ENTRETENIMENTO;11.890,71;235;7;4;33,57;1,75;49,54
2034-01-01 00:00:00.000;ESPÍRITO SANTO;DIRETO;PEQUENO;CASAS-FIXAS;3.694,14;354;2;2;177;1;10,06
2034-01-01 00:00:00.000;ESPÍRITO SANTO;DIRETO;PEQUENO;CORPORATIVO;1.876,46;13;6;6;2,17;1;150,04
2034-01-01 00:00:00.000;ESPÍRITO SANTO;DIRETO;PEQUENO;ENTRETENIMENTO;6.969,79;361;54;28;6,69;1,93;18,56
2034-01-01 00:00:00.000;ESPÍRITO SANTO;DIRETO;PEQUENO;NÃO CLASSIFICADO;624,33;40;4;4;10;1;18,72
2034-01-01 00:00:00.000;ESPÍRITO SANTO;DIRETO;PEQUENO;OUTROS;2.672,05;37;2;2;18,5;1;76,16
2034-01-01 00:00:00.000;ESPÍRITO SANTO;MIDIA PAGA;GRANDE;CASAS-FIXAS;29.720,18;2.390;3;2;796,67;1,5;12,06
2034-01-01 00:00:00.000;ESPÍRITO SANTO;MIDIA PAGA;GRANDE;CORPORATIVO;347,65;28;1;1;28;1;16,87
2034-01-01 00:00:00.000;ESPÍRITO SANTO;MIDIA PAGA;GRANDE;ENTRETENIMENTO;32.329,09;581;7;4;83;1,75;52,55
2034-01-01 00:00:00.000;ESPÍRITO SANTO;MIDIA PAGA;PEQUENO;CASAS-FIXAS;7.766,6;788;2;2;394;1;9,84
2034-01-01 00:00:00.000;ESPÍRITO SANTO;MIDIA PAGA;PEQUENO;CORPORATIVO;4.395,85;31;11;10;2,82;1,1;114,08
2034-01-01 00:00:00.000;ESPÍRITO SANTO;MIDIA PAGA;PEQUENO;ENTRETENIMENTO;21.113,1;844;64;29;13,19;2,21;22,13
2034-01-01 00:00:00.000;ESPÍRITO SANTO;MIDIA PAGA;PEQUENO;NÃO CLASSIFICADO;1.544,98;96;4;4;24;1;16,53
2034-01-01 00:00:00.000;ESPÍRITO SANTO;MIDIA PAGA;PEQUENO;OUTROS;6.307,59;74;2;2;37;1;89,12
2034-01-01 00:00:00.000;ESPÍRITO SANTO;MIDIA SOCIAL;GRANDE;CASAS-FIXAS;12.790,8;1.034;3;2;344,67;1,5;12,56
2034-01-01 00:00:00.000;ESPÍRITO SANTO;MIDIA SOCIAL;GRANDE;CORPORATIVO;241,32;14;1;1;14;1;14,12
2034-01-01 00:00:00.000;ESPÍRITO SANTO;MIDIA SOCIAL;GRANDE;ENTRETENIMENTO;11.920,16;236;6;4;39,33;1,5;45,08
2034-01-01 00:00:00.000;ESPÍRITO SANTO;MIDIA SOCIAL;PEQUENO;CASAS-FIXAS;3.723,77;370;2;2;185;1;9,99
2034-01-01 00:00:00.000;ESPÍRITO SANTO;MIDIA SOCIAL;PEQUENO;CORPORATIVO;1.347,55;12;6;6;2;1;100,29
2034-01-01 00:00:00.000;ESPÍRITO SANTO;MIDIA SOCIAL;PEQUENO;ENTRETENIMENTO;7.916,29;361;51;24;7,08;2,12;21,02
2034-01-01 00:00:00.000;ESPÍRITO SANTO;MIDIA SOCIAL;PEQUENO;NÃO CLASSIFICADO;679,86;38;4;4;9,5;1;15,94
2034-01-01 00:00:00.000;ESPÍRITO SANTO;MIDIA SOCIAL;PEQUENO;OUTROS;3.604,67;39;3;3;13;1;98,88
2034-01-01 00:00:00.000;ESPÍRITO SANTO;NAO INFORMADO;GRANDE;CASAS-FIXAS;1.529,81;123;3;2;41;1,5;13,42
2034-01-01 00:00:00.000;ESPÍRITO SANTO;NAO INFORMADO;GRANDE;CORPORATIVO;47,67;2;1;1;2;1;4,87
2034-01-01 00:00:00.000;ESPÍRITO SANTO;NAO INFORMADO;GRANDE;ENTRETENIMENTO;709,42;20;6;4;3,33;1,5;31,2
2034-01-01 00:00:00.000;ESPÍRITO SANTO;NAO INFORMADO;PEQUENO;CASAS-FIXAS;302,71;27;2;2;13,5;1;10,98
2034-01-01 00:00:00.000;ESPÍRITO SANTO;NAO INFORMADO;PEQUENO;CORPORATIVO;229,24;2;2;2;1;1;139,36
2034-01-01 00:00:00.000;ESPÍRITO SANTO;NAO INFORMADO;PEQUENO;ENTRETENIMENTO;1.440,23;41;24;17;1,71;1,41;31,18
2034-01-01 00:00:00.000;ESPÍRITO SANTO;NAO INFORMADO;PEQUENO;NÃO CLASSIFICADO;23,77;2;2;2;1;1;18,81
2034-01-01 00:00:00.000;ESPÍRITO SANTO;NAO INFORMADO;PEQUENO;OUTROS;423,12;6;2;2;3;1;62,53
2034-01-01 00:00:00.000;ESPÍRITO SANTO;PESQUISA ORGANICA;GRANDE;CASAS-FIXAS;20.862,74;1.677;3;2;559;1,5;12,6
2034-01-01 00:00:00.000;ESPÍRITO SANTO;PESQUISA ORGANICA;GRANDE;CORPORATIVO;259,62;19;1;1;19;1;13,05
2034-01-01 00:00:00.000;ESPÍRITO SANTO;PESQUISA ORGANICA;GRANDE;ENTRETENIMENTO;16.116,49;340;7;4;48,57;1,75;48,6
2034-01-01 00:00:00.000;ESPÍRITO SANTO;PESQUISA ORGANICA;PEQUENO;CASAS-FIXAS;5.801,34;574;2;2;287;1;9,76
2034-01-01 00:00:00.000;ESPÍRITO SANTO;PESQUISA ORGANICA;PEQUENO;CORPORATIVO;3.376,29;30;8;7;3,75;1,14;120,65
2034-01-01 00:00:00.000;ESPÍRITO SANTO;PESQUISA ORGANICA;PEQUENO;ENTRETENIMENTO;11.603,85;560;57;27;9,82;2,11;20,27
2034-01-01 00:00:00.000;ESPÍRITO SANTO;PESQUISA ORGANICA;PEQUENO;NÃO CLASSIFICADO;783,38;55;4;4;13,75;1;15,6
2034-01-01 00:00:00.000;ESPÍRITO SANTO;PESQUISA ORGANICA;PEQUENO;OUTROS;4.610,23;57;3;3;19;1;79,92
2034-01-01 00:00:00.000;GOIÁS;DIRETO;GRANDE;CASAS-FIXAS;5.058,69;108;4;1;27;4;54,07
2034-01-01 00:00:00.000;GOIÁS;DIRETO;GRANDE;ENTRETENIMENTO;6.261,49;439;7;4;62,71;1,75;13,71
2034-01-01 00:00:00.000;GOIÁS;DIRETO;GRANDE;OUTROS;571,69;26;2;1;13;2;22,64
